,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,address,lat,long,postal_code,grade_code,condition_code,price_sqft
6821,2026079062,1/4/2022,800000.0,2,2.0,1090,85377,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1090,0,0,260,1988,0,"13315 Odell Road Northeast, Duvall, Washington 98019, United States",47.71732,-121.93097,98019,7,3,733.9449541284404
6822,421079059,9/28/2021,555000.0,2,1.0,1290,84070,1.0,NO,NO,NO,NONE,Average,7 Average,Other,PRIVATE,1290,680,0,240,1996,0,"29407 318th Avenue Southeast, Ravensdale, Washington 98051, United States",47.33667,-121.92065,98051,7,3,430.2325581395349
6833,7701500080,10/28/2021,555000.0,3,2.0,2060,11783,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PRIVATE,2060,0,0,0,1981,0,"24906 183rd Place Southeast, Covington, Washington 98042, United States",47.379335,-122.096825,98042,7,5,269.41747572815535
6865,9197100081,7/21/2021,519000.0,3,2.0,1400,5000,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1400,0,440,0,1995,0,"627 Rachael Place, Kent, Washington 98032, United States",47.37636,-122.23993,98032,7,3,370.7142857142857
6900,4137020610,8/25/2021,520000.0,3,2.0,1690,8544,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1690,400,580,0,1988,0,"5418 Mill Pond Drive Southeast, Auburn, Washington 98092, United States",47.259725,-122.219355,98092,8,3,307.6923076923077
6913,5029450260,4/18/2022,700000.0,3,1.0,1340,8954,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1040,960,480,620,1980,0,"2634 Southwest 347th Place, Federal Way, Washington 98023, United States",47.29039,-122.36776,98023,7,4,522.3880597014926
6931,3981200610,3/3/2022,975000.0,3,2.5,2410,13500,1.0,NO,YES,NO,NONE,Good,9 Better,Gas,PUBLIC,1890,950,680,210,1990,0,"18422 Southeast 277th Place, Covington, Washington 98042, United States",47.35458,-122.09633999999998,98042,9,4,404.5643153526971
6943,7101800120,6/28/2021,495000.0,3,2.0,1230,5541,1.0,NO,NO,YES,NONE,Good,7 Average,Gas,PUBLIC,1230,0,440,0,1995,0,"627 6th Avenue South, Kent, Washington 98032, United States",47.37562,-122.24046,98032,7,4,402.4390243902439
6953,6929602390,6/18/2021,500000.0,3,2.0,880,7500,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,880,0,440,40,1978,0,"24319 21st Avenue South, Des Moines, Washington 98198, United States",47.38367,-122.307225,98198,7,4,568.1818181818181
6963,2309710180,9/2/2021,499900.0,4,2.0,1870,4950,1.0,NO,NO,NO,GOOD,Average,7 Average,Gas,PUBLIC,1870,0,420,130,2009,0,"242 Riggs Drive, Enumclaw, Washington 98022, United States",47.19385,-121.97784,98022,7,3,267.32620320855614
6986,8078800170,10/25/2021,1070000.0,3,2.5,1690,7200,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1310,670,530,0,1989,0,"12503 93rd Avenue Northeast, Kirkland, Washington 98034, United States",47.712305,-122.21838,98034,8,3,633.1360946745563
7026,3861500260,1/7/2022,585000.0,3,2.0,1440,8141,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1440,0,400,400,1988,0,"35733 25th Place South, Federal Way, Washington 98003, United States",47.2811,-122.30281,98003,7,4,406.25
7041,8651442740,12/10/2021,459900.0,3,2.0,1160,4875,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1160,0,440,0,1978,0,"18723 Southeast 268th Street, Covington, Washington 98042, United States",47.36184,-122.090465,98042,7,4,396.4655172413793
7069,3291800380,6/18/2021,660000.0,3,2.5,1570,8500,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1260,630,440,230,1984,0,"2703 Northeast 5th Place, Renton, Washington 98056, United States",47.49105,-122.18287,98056,7,5,420.38216560509557
7095,1774220200,4/21/2022,1925000.0,3,3.0,2920,40159,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1920,1740,650,290,1978,0,"19606 182nd Avenue Northeast, Woodinville, Washington 98077, United States",47.76992,-122.09583,98077,8,3,659.2465753424658
7099,8582010200,7/19/2021,975000.0,4,2.5,2940,10800,1.0,NO,YES,NO,NONE,Average,9 Better,Gas,PUBLIC,1770,1170,550,340,1988,0,"2815 NW Pine Cone Dr, Issaquah, Washington 98027, United States",47.55005,-122.07767,98027,9,3,331.6326530612245
7116,2480700159,1/13/2022,1450000.0,3,2.0,2210,206910,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PRIVATE,2210,0,0,200,1984,0,"36512 Southeast 34th Street, Fall City, Washington 98024, United States",47.57792,-121.8529,98024,8,3,656.1085972850678
7117,1687900580,10/12/2021,1320000.0,3,2.5,1720,10142,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1320,750,520,0,1983,0,"4645 163rd Place Southeast, Bellevue, Washington 98006, United States",47.56188,-122.122791,98006,8,4,767.4418604651163
7123,2025700710,5/4/2022,770000.0,3,2.5,1520,11691,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1170,670,480,300,1992,0,"23022 Southeast 281st Court, Maple Valley, Washington 98038, United States",47.34966,-122.0336,98038,7,4,506.57894736842104
7128,7811220500,12/13/2021,1500000.0,3,2.0,1920,9750,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1920,0,420,500,1987,0,"13720 Southeast 17th Street, Bellevue, Washington 98005, United States",47.59529000000001,-122.15431,98005,8,4,781.25
7133,3333500130,3/29/2022,1215000.0,3,2.5,1550,2678,1.0,NO,NO,YES,NONE,Average,9 Better,Gas,PUBLIC,870,910,230,140,2009,0,"5121 South Orcas Street, Seattle, Washington 98118, United States",47.550925,-122.268865,98118,9,3,783.8709677419355
7136,8099600070,6/11/2021,1450000.0,3,1.5,2010,9348,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,2010,0,290,600,1981,0,"10817 108th Avenue Northeast, Kirkland, Washington 98033, United States",47.697245,-122.1976,98033,7,4,721.3930348258707
7152,3438501812,4/7/2022,738500.0,3,2.0,970,5244,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,970,0,340,0,1980,0,"6325 17th Avenue Southwest, Seattle, Washington 98106, United States",47.54581500000001,-122.35633,98106,7,5,761.340206185567
7180,5561700330,5/12/2022,573000.0,3,2.0,1560,7316,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1560,0,460,360,1978,0,"12831 Southeast 232nd Place, Kent, Washington 98031, United States",47.39353,-122.16891499999998,98031,7,4,367.3076923076923
7181,5466400540,4/29/2022,605000.0,3,2.0,1220,6553,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,940,560,360,0,1983,0,"13718 Southeast 273rd Street, Kent, Washington 98042, United States",47.35743,-122.15804,98042,7,3,495.9016393442623
7188,3329500350,10/19/2021,550000.0,3,3.0,1640,8323,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1240,1060,570,100,1983,0,"29720 53rd Place South, Auburn, Washington 98001, United States",47.33486,-122.26673,98001,7,3,335.3658536585366
7202,5315102050,11/1/2021,1500000.0,4,3.5,2870,24400,1.0,YES,NO,NO,EXCELLENT,Good,9 Better,Gas,PUBLIC,2870,0,590,0,1991,0,"7716 Southeast 22nd Street, Mercer Island, Washington 98040, United States",47.59285,-122.23435,98040,9,4,522.6480836236934
7204,9264940690,11/8/2021,565000.0,4,2.0,2070,7686,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2070,0,530,40,1988,0,"32808 13th Avenue Southwest, Federal Way, Washington 98023, United States",47.30721,-122.35217,98023,8,3,272.94685990338166
7213,2423069162,1/31/2022,1588880.0,3,2.0,2040,44866,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PRIVATE,1030,1010,510,410,1978,0,"15621 Tiger Mountain Road Southeast, Issaquah, Washington 98027, United States",47.461345,-121.98262,98027,8,4,778.8627450980392
7228,8091410780,1/7/2022,660000.0,4,2.0,1910,7200,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1910,0,480,0,1986,0,"28027 129th Place Southeast, Kent, Washington 98030, United States",47.35014,-122.16897,98030,7,4,345.5497382198953
7244,8732190150,2/18/2022,680000.0,4,2.5,1950,13175,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1130,1100,510,220,1978,0,"32410 49th Avenue Southwest, Federal Way, Washington 98023, United States",47.31097000000001,-122.39532,98023,8,4,348.71794871794873
7255,723039173,12/16/2021,1100000.0,3,2.5,2780,16312,1.0,NO,NO,NO,GOOD,Good,8 Good,Electricity,PRIVATE,1390,1390,530,520,1980,0,"11502 104th Place Southwest, Vashon, Washington 98070, United States",47.50326,-122.4674,98070,8,4,395.68345323741005
7300,2188201950,2/16/2022,450000.0,3,1.0,880,9000,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,880,0,440,715,1978,0,"36910 4th Avenue Southwest, Federal Way, Washington 98023, United States",47.27006,-122.33996,98023,7,4,511.3636363636364
7302,8682260600,7/21/2021,1088500.0,2,2.0,1870,5815,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1870,0,430,180,2004,0,"22892 Northeast 129th Place, Redmond, Washington 98053, United States",47.71417,-122.032935,98053,8,3,582.0855614973262
7314,3578401330,3/10/2022,1612000.0,3,2.0,1540,9154,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1540,0,520,240,1983,0,"22422 Northeast 12th Court, Sammamish, Washington 98074, United States",47.62074000000001,-122.04208,98074,8,5,1046.7532467532467
7322,4178500040,4/6/2022,720000.0,3,2.0,1690,9674,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1690,0,440,80,1990,0,"19052 Southeast 270th Street, Covington, Washington 98042, United States",47.36,-122.086705,98042,7,4,426.03550295857985
7340,2007000150,8/26/2021,675000.0,5,3.0,1930,10650,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1250,1140,820,220,1997,0,"23409 23rd Place South, Des Moines, Washington 98198, United States",47.3915,-122.303485,98198,8,3,349.74093264248705
7345,1421069233,9/20/2021,674108.0,4,2.5,2010,10772,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2010,0,440,380,2021,0,"24607 Morgan Street, Black Diamond, Washington 98010, United States",47.310275,-122.014105,98010,8,3,335.3771144278607
7352,2522069129,5/9/2022,1100000.0,4,2.0,2060,212137,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PRIVATE,2060,0,730,720,1988,0,"27500 Southeast 268th Street, Ravensdale, Washington 98051, United States",47.36232,-121.97604,98051,8,3,533.9805825242719
7356,6386550120,11/19/2021,665000.0,4,2.5,1640,9660,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1280,700,440,100,1989,0,"21361 103rd Place Southeast, Kent, Washington 98031, United States",47.40906,-122.20325,98031,7,3,405.4878048780488
7363,8091400710,9/24/2021,557000.0,3,2.5,1420,8711,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,980,880,440,270,1984,0,"27642 128th Place Southeast, Kent, Washington 98030, United States",47.35317,-122.16944,98030,7,4,392.2535211267606
7386,7625702885,6/23/2021,1270000.0,3,3.0,2310,6000,1.0,NO,NO,NO,AVERAGE,Good,8 Good,Electricity,PUBLIC,1610,1610,520,310,1978,0,"6043 39th Avenue Southwest, Seattle, Washington 98136, United States",47.54718,-122.3822,98136,8,4,549.7835497835498
7388,7857001527,10/20/2021,806000.0,4,3.0,2150,5646,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1290,1260,484,190,1997,0,"6418 Shaffer Avenue South, Seattle, Washington 98108, United States",47.54467,-122.29442,98108,7,3,374.8837209302326
7398,122069134,12/1/2021,1850000.0,5,3.0,3720,240451,1.0,NO,NO,NO,GOOD,Average,9 Better,Gas,PRIVATE,2390,1330,520,0,1992,0,"26619 Southeast 196th Street, Maple Valley, Washington 98038, United States",47.42429,-121.9861,98038,9,3,497.31182795698925
7402,8682262460,8/11/2021,1021000.0,2,2.0,1930,5936,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1930,0,420,210,2005,0,"13270 228th Place Northeast, Redmond, Washington 98053, United States",47.71804,-122.03339,98053,8,3,529.0155440414508
7407,1328321050,11/29/2021,674950.0,4,3.0,2450,7350,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1300,1150,400,230,1979,0,"17817 163rd Place Southeast, Renton, Washington 98058, United States",47.442175,-122.123265,98058,8,3,275.48979591836735
7408,5194900100,7/8/2021,565000.0,3,2.0,1430,6607,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1430,0,400,0,1990,0,"1317 E Street Southeast, Auburn, Washington 98002, United States",47.29579,-122.22312,98002,7,4,395.1048951048951
7420,1545800640,9/3/2021,515000.0,3,2.0,1260,8092,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1260,0,510,980,1986,0,"26604 216th Avenue Southeast, Maple Valley, Washington 98038, United States",47.3635,-122.05422,98038,7,5,408.73015873015873
7427,8682210050,9/24/2021,1178000.0,2,2.5,2300,5554,1.0,NO,YES,NO,NONE,Average,8 Good,Gas,PUBLIC,2300,0,540,280,2002,0,"23125 Northeast 123rd Street, Redmond, Washington 98053, United States",47.708045,-122.03066,98053,8,3,512.1739130434783
7428,9264940610,4/14/2022,685000.0,4,2.5,2720,9799,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1360,1360,552,520,1987,0,"1306 Southwest 328th Court, Federal Way, Washington 98023, United States",47.307805,-122.35309,98023,8,4,251.83823529411765
7440,1796380510,12/13/2021,560000.0,3,2.0,1100,6825,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1100,0,480,140,1990,2021,"19201 Southeast 260th Place, Covington, Washington 98042, United States",47.36812000000001,-122.08502,98042,7,3,509.09090909090907
7455,3308030380,11/8/2021,650000.0,3,2.5,2560,14000,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PUBLIC,2010,910,1120,1000,1978,0,"26415 99th Place South, Kent, Washington 98030, United States",47.36488,-122.208475,98030,8,4,253.90625
7472,3902300530,2/2/2022,1300000.0,3,2.5,2210,9350,1.0,NO,NO,NO,NONE,Very Good,8 Good,Gas,PUBLIC,1320,1240,480,320,1980,0,"11604 Northeast 102nd Place, Kirkland, Washington 98033, United States",47.69203,-122.186135,98033,8,5,588.2352941176471
7486,2796100060,4/18/2022,528000.0,3,1.5,1020,7350,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1020,0,290,0,1978,0,"12301 Southeast 216th Street, Kent, Washington 98031, United States",47.408395,-122.177125,98031,7,3,517.6470588235294
7500,8849300350,4/8/2022,755000.0,3,2.0,1810,7215,1.0,NO,NO,YES,AVERAGE,Average,7 Average,Gas,PUBLIC,1280,1150,670,100,1982,0,"5014 South 182nd Street, SeaTac, Washington 98188, United States",47.439915,-122.27125,98188,7,3,417.1270718232044
7515,422069283,9/16/2021,1299950.0,3,2.5,2330,73049,1.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PRIVATE,2330,0,0,710,2018,0,"21505 Southeast 204th Street, Renton, Washington 98038, United States",47.41798,-122.05376,98038,9,3,557.9184549356223
7518,8682260890,4/8/2022,850000.0,2,2.0,1300,3160,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1300,0,450,50,2005,0,"22899 Northeast 128th Place, Redmond, Washington 98053, United States",47.713275,-122.03278,98053,8,3,653.8461538461538
7523,626710240,12/10/2021,1100000.0,3,2.0,2090,27525,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PRIVATE,2090,0,460,180,1984,0,"19130 Northeast 140th Place, Woodinville, Washington 98077, United States",47.72669000000001,-122.08247,98077,8,3,526.3157894736842
7528,1721059234,4/8/2022,613000.0,3,2.0,1730,15246,1.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PRIVATE,1730,0,0,390,1978,0,"10912 Southeast 325th Place, Auburn, Washington 98092, United States",47.31062,-122.19649,98092,8,3,354.33526011560696
7534,1023069031,12/17/2021,873600.0,3,2.0,2180,53372,1.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PRIVATE,2180,0,0,400,1988,0,"11933 Issaquah Hobart Road Southeast, Issaquah, Washington 98027, United States",47.49495,-122.02544,98027,8,3,400.73394495412845
7543,7133300307,8/13/2021,1790000.0,5,2.0,1980,3035,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1020,960,0,170,2021,0,"1334 16th Avenue South, Seattle, Washington 98144, United States",47.590505,-122.312475,98144,7,3,904.040404040404
7583,722069175,8/18/2021,1230000.0,4,2.5,2620,258741,1.0,YES,NO,YES,NONE,Average,9 Better,Electricity,PRIVATE,1660,960,0,330,1988,0,"21505 196th Avenue Southeast, Renton, Washington 98058, United States",47.4079,-122.08431000000002,98058,9,3,469.46564885496184
7609,1898010130,11/16/2021,585000.0,3,2.5,1900,14985,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1210,1170,640,190,1978,0,"28943 188th Place Southeast, Kent, Washington 98042, United States",47.34198,-122.09103,98042,7,3,307.89473684210526
7611,9268710300,10/8/2021,380000.0,2,2.0,1080,2052,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1080,0,250,60,1987,0,"32832 4th Lane South, Federal Way, Washington 98003, United States",47.30876,-122.32933,98003,7,3,351.85185185185185
7652,339600430,5/12/2022,807000.0,2,1.5,870,2879,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,870,0,440,0,1986,0,"9103 183rd Avenue Northeast, Redmond, Washington 98052, United States",47.68329,-122.09618,98052,7,3,927.5862068965517
7665,7867000035,6/23/2021,910000.0,4,2.5,3800,75358,1.0,NO,NO,NO,NONE,Good,9 Better,Oil,PRIVATE,1900,1900,1300,1740,1983,0,"29312 118th Avenue Southeast, Auburn, Washington 98092, United States",47.33947,-122.18334,98092,9,4,239.47368421052633
7696,6672920040,5/26/2022,900000.0,3,2.5,1520,11224,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1150,690,460,220,1987,0,"14111 279th Lane Northeast, Duvall, Washington 98019, United States",47.72701,-121.96567,98019,7,3,592.1052631578947
7723,2130200070,12/17/2021,768350.0,3,2.0,1080,11190,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1080,0,650,390,1987,0,"27505 Northeast 142nd Place, Duvall, Washington 98019, United States",47.72882,-121.970115,98019,7,3,711.4351851851852
7732,1900600085,6/19/2021,719000.0,3,2.0,1710,9850,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1710,0,590,200,1990,0,"1241 Southwest 150th Street, Burien, Washington 98166, United States",47.46828,-122.35157,98166,8,3,420.46783625730995
7747,1628700160,5/9/2022,1275000.0,3,2.0,1440,59677,1.0,NO,NO,YES,NONE,Very Good,7 Average,Gas,PRIVATE,1440,0,480,620,1978,0,"16610 Avondale Road Northeast, Woodinville, Washington 98077, United States",47.74871,-122.08096,98077,7,5,885.4166666666666
7751,1513800123,6/6/2022,1300000.0,4,3.0,2130,10843,1.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PUBLIC,1260,1130,260,460,1978,0,"2510 Northeast 83rd Street, Seattle, Washington 98115, United States",47.68995,-122.30086,98115,8,4,610.3286384976526
7753,2225300156,5/18/2022,830000.0,4,3.0,2180,6960,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1470,1290,580,320,1988,0,"2328 North 186th Street, Shoreline, Washington 98133, United States",47.76452000000001,-122.331205,98133,8,3,380.73394495412845
7767,4022900495,12/1/2021,1050000.0,5,3.0,2710,11448,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2010,1000,600,0,1979,0,"20418 33rd Avenue Northeast, Lake Forest Park, Washington 98155, United States",47.777085,-122.292295,98155,8,3,387.45387453874537
7772,7968460400,7/8/2021,595000.0,3,2.0,1350,28835,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1350,0,460,620,1990,0,"15809 Southeast 322nd Street, Auburn, Washington 98092, United States",47.31416,-122.13064,98092,7,4,440.74074074074076
7794,4327600010,12/22/2021,271500.0,4,3.0,2030,13350,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1190,1120,460,120,1988,0,"5546 South Juniper Street, Seattle, Washington 98178, United States",47.495855,-122.26233,98178,7,4,133.74384236453201
7802,8101900295,11/12/2021,635000.0,4,3.0,2110,7425,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1390,1320,600,140,1991,0,"3712 South Pilgrim Street, Seattle, Washington 98118, United States",47.515945,-122.285305,98118,7,3,300.9478672985782
7809,1441300010,9/30/2021,657500.0,3,2.0,1590,7910,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1590,0,630,0,1994,0,"21612 Southeast 258th Street, Maple Valley, Washington 98038, United States",47.370675,-122.053285,98038,7,3,413.52201257861634
7811,8001210190,11/30/2021,561000.0,3,3.0,1980,7350,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1180,1100,530,290,1978,0,"4626 South 289th Place, Auburn, Washington 98001, United States",47.342415,-122.27461,98001,7,4,283.3333333333333
7824,9264901920,4/11/2022,750000.0,3,2.0,2070,8236,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1620,830,500,540,1978,0,"229 Southwest 325th Place, Federal Way, Washington 98023, United States",47.31033,-122.338875,98023,8,3,362.3188405797101
7830,844000506,6/21/2021,425000.0,3,1.0,1010,8275,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PUBLIC,1010,0,330,0,1995,0,"32504 Miner Avenue, Black Diamond, Washington 98010, United States",47.31046,-122.008075,98010,6,3,420.7920792079208
7850,520079067,8/23/2021,725000.0,2,1.0,1990,420354,1.0,NO,NO,NO,AVERAGE,Average,7 Average,Electricity,PRIVATE,1990,0,0,440,1978,0,"38823 302nd Avenue Southeast, Enumclaw, Washington 98022, United States",47.25248,-121.94005,98022,7,3,364.321608040201
7855,7732300340,8/5/2021,1390000.0,3,2.0,1710,9278,1.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,1710,0,550,350,1985,0,"14310 Northeast 61st Street, Redmond, Washington 98052, United States",47.66191,-122.14868,98052,9,3,812.8654970760234
7897,8732131370,11/8/2021,500000.0,4,3.0,2180,8560,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1480,1370,530,930,1978,0,"3822 Southwest 331st Street, Federal Way, Washington 98023, United States",47.30574,-122.38166499999998,98023,7,3,229.3577981651376
7919,9378500010,9/10/2021,545000.0,3,3.0,1700,7000,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1700,0,510,110,1993,0,"9407 South 202nd Street, Kent, Washington 98031, United States",47.42101,-122.21528,98031,7,3,320.5882352941176
7935,3343901253,8/6/2021,960000.0,5,3.0,2920,15669,1.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,1460,1460,480,190,1990,0,"2007 Blaine Avenue Northeast, Renton, Washington 98056, United States",47.51035,-122.18963,98056,8,4,328.7671232876712
